,idx,name,category,closest_known_entity,closest_category,closest_similarity
5634,16252,brick,lithology,gravel,known_lithology,0.47850215
4995,15613,alluvialloess or loess-like silt,lithology,silt,known_lithology,0.47849125
6377,16995,crystals of plagioclase,lithology,phosphorite,known_lithology,0.47839382
10545,21163,syenite porphyry of the alkalic rocks,lithology,syenite,known_lithology,0.4782136
685,11303,Dalmanella edcewoodensis (Savage),stratigraphic_name,Dalmatia Member,known_stratigraphic_name,0.4781996
8839,19457,nonfragmental intrusive rock,lithology,volcaniclastic,known_lithology,0.4781902
10301,20919,small ore bodies,lithology,bentonite,known_lithology,0.47810417
6854,17472,fine- and medium-grained,lithology,grit,known_lithology,0.47807565
5574,16192,bottom-material,lithology,granulite,known_lithology,0.47801796
6848,17466,fine to coarse-grained floodbasin and riverine deposits,lithology,sedimentary,known_lithology,0.47799563
5530,16148,black tourmaline,lithology,benmoreite,known_lithology,0.4779657
6464,17082,debrisavalanche deposits,lithology,limestone,known_lithology,0.4779085
1397,12015,Leptaena rhomboidalis,stratigraphic_name,Umbrawarra Leucogranite,known_stratigraphic_name,0.47786024
3884,14502,soil stratigraphic horizon,stratigraphic_name,Surface Hill Formation,known_stratigraphic_name,0.47780797
6199,16817,coarse-grained white-gray tuff,lithology,grit,known_lithology,0.4776327
82,10700,65,stratigraphic_name,Eighteen Seventy Breccia,known_stratigraphic_name,0.47750646
9646,20264,relict augite,lithology,novaculite,known_lithology,0.47746134
1687,12305,Mississippian section,stratigraphic_name,Saline Bayou Member,known_stratigraphic_name,0.4773882
10994,21612,very fine grained,lithology,grit,known_lithology,0.47734764
385,11003,Cap au Gres belt,stratigraphic_name,Belt Supergroup,known_stratigraphic_name,0.4772994
7412,18030,gray and bluish-gray mica-schist,lithology,graywacke,known_lithology,0.4772442
3480,14098,late Tertiary age,stratigraphic_name,Younger Volcanics,known_stratigraphic_name,0.47722638
6641,17259,early gray copper ore,lithology,bentonite,known_lithology,0.4772005
7455,18073,gray to greenish brown stone,lithology,greenstone,known_lithology,0.47719038
8360,18978,main dike,lithology,diorite,known_lithology,0.47706985
3056,13674,Zinc and lead deposits,stratigraphic_name,Leadville Quartz Monzonite,known_stratigraphic_name,0.47693813
149,10767,Area canalis Conrad,stratigraphic_name,Glenholme Breccia,known_stratigraphic_name,0.47684556
10153,20771,siliceous nodules,lithology,siliceous ooze,known_lithology,0.47683603
10304,20922,small pellets or pebbles (phosphatic),lithology,gravel,known_lithology,0.47680146
10528,21146,surficial deposits of Pleistocene and Recent age,lithology,sedimentary,known_lithology,0.47678053
9344,19962,predominantly indurated arkosic,lithology,arkose,known_lithology,0.47669455
3764,14382,pre-Illinoian,stratigraphic_name,Prentiss Group,known_stratigraphic_name,0.47667766
4312,14930,Coal Reserve Base tonnages,lithology,coal,known_lithology,0.47667524
9308,19926,porphyry-type deposits,lithology,sedimentary,known_lithology,0.4766179
7013,17631,flood-basin deposits,lithology,sedimentary,known_lithology,0.47659168
6434,17052,dark-gray fine-grained tuff,lithology,welded tuff,known_lithology,0.47649163
10488,21106,subbituminous C,lithology,subarkose,known_lithology,0.4764682
6961,17579,finer grained materials,lithology,grainstone,known_lithology,0.47638786
4340,14958,Cretaceous (?) and Tertiary intrusive rocks,lithology,sedimentary,known_lithology,0.47630417
8389,19007,marine and fresh-water deposits,lithology,sedimentary,known_lithology,0.47623652
7958,18576,kaolinitic,lithology,komatiite,known_lithology,0.47621912
10423,21041,stibnite,lithology,porcellanite,known_lithology,0.47620034
1481,12099,Lower unit of the Tertiary oxisol,stratigraphic_name,Oxbow Dolomite Member,known_stratigraphic_name,0.4760148
7734,18352,hydrothermally altered rocks,lithology,basalt,known_lithology,0.47601032
7207,17825,glacial moraine,lithology,sedimentary,known_lithology,0.47582644
5607,16225,breccia-fill; skarn; fluorspar deposits,lithology,fault breccia,known_lithology,0.475806
26,10644,14,stratigraphic_name,Fifteenmile Group,known_stratigraphic_name,0.47573498
11134,21752,"weathered chel't
phosphatic bed",lithology,phosphorite,known_lithology,0.47559786
8340,18958,magnesia,lithology,volcanic,known_lithology,0.47556543
7014,17632,flood-plain deposits,lithology,sedimentary,known_lithology,0.47551253
3672,14290,model layers 1,stratigraphic_name,Modelo Formation,known_stratigraphic_name,0.4754218
8190,18808,limestone lenses in calcareous quartzitic beds,lithology,quartzite,known_lithology,0.47513267
5396,16014,bedrock at the damsite,lithology,sedimentary,known_lithology,0.47505987
10343,20961,soft gray underclay,lithology,graywacke,known_lithology,0.47503698
145,10763,Archaeocalamites stanleyensis,stratigraphic_name,Stella Lake Quartzite,known_stratigraphic_name,0.47501242
3408,14026,horizon 3,stratigraphic_name,Hawksview Suite,known_stratigraphic_name,0.47500932
617,11235,Cradatalonal,stratigraphic_name,Cloice Member,known_stratigraphic_name,0.47500354
8977,19595,ore zones,lithology,bentonite,known_lithology,0.4749785
4324,14942,Collier Monntain,lithology,monzonite,known_lithology,0.47497693
9934,20552,sanidine-bearing ash-flow tuff,lithology,ash,known_lithology,0.47492653
3397,14015,hard,stratigraphic_name,Hardt Formation,known_stratigraphic_name,0.47485667
5160,15778,angular to rounded limestone blocks and angular chert blocks,lithology,limestone,known_lithology,0.47482187
1106,11724,Heft 75,stratigraphic_name,Seventy Six Shale,known_stratigraphic_name,0.47480834
10738,21356,tonalitic to gabbroic composition,lithology,tonalite,known_lithology,0.47479695
10777,21395,tuff of Sage Creek,lithology,tuff,known_lithology,0.47470674
9977,20595,seam of crystalline ferberite,lithology,felsite,known_lithology,0.47468352
4209,14827,A-C or A-Cox-C soil profiles,lithology,soil,known_lithology,0.4744228
10862,21480,unconsolidated to semiconsolidated sediments of alluvial and lacustrine origin,lithology,sedimentary,known_lithology,0.47438398
5724,16342,calc-alkaline extrusive and hypabyssal rocks,lithology,calcilutite,known_lithology,0.47431535
4696,15314,Proterozoic rocks,lithology,sedimentary,known_lithology,0.47426876
8414,19032,maroon to purple tuff,lithology,tuff,known_lithology,0.47400877
6243,16861,color,lithology,greywacke,known_lithology,0.47395122
6484,17102,dense,lithology,gravel,known_lithology,0.4738624
9792,20410,rocks on the west side of the valley,lithology,sandstone,known_lithology,0.47381744
9313,19931,possibly Upper Devonian beds,lithology,sandstone,known_lithology,0.47364345
9359,19977,prominent cliffs,lithology,limestone,known_lithology,0.47359163
6781,17399,ferbente,lithology,monzonite,known_lithology,0.47359148
8365,18983,manganese,lithology,radiolarite,known_lithology,0.47352296
11256,21874,zeolitically altered rocks,lithology,oolite,known_lithology,0.47352004
4104,14722,upper-fan,stratigraphic_name,Faneto Formation,known_stratigraphic_name,0.47349566
815,11433,Eocene,stratigraphic_name,Fossil Hill Formation,known_stratigraphic_name,0.4734621
3676,14294,mother lode system,stratigraphic_name,Loomis Granodiorite,known_stratigraphic_name,0.47335494
6826,17444,fine deposits,lithology,limestone,known_lithology,0.4732759
8645,19263,mineral units,lithology,quartzite,known_lithology,0.47311053
142,10760,Arabian Precambrian shield,stratigraphic_name,Arabulja Volcanics,known_stratigraphic_name,0.47273037
9138,19756,petrified wood,lithology,lignite,known_lithology,0.4726717
5021,15639,altered wall rock,lithology,sandstone,known_lithology,0.47260505
10511,21129,sulfosalt,lithology,schist,known_lithology,0.47253817
79,10697,6,stratigraphic_name,Sixshooter Group,known_stratigraphic_name,0.47246408
1105,11723,Hebertella sp. smalL,stratigraphic_name,Helvellyn Tuff,known_stratigraphic_name,0.47242296
7493,18111,green or brownish green lapilli,lithology,greenstone,known_lithology,0.47241873
2643,13261,Tertiary hydrother- mal system,stratigraphic_name,Hydro Member,known_stratigraphic_name,0.47232702
4400,15018,Fe2+ dominant trioctahedral micas and chlorites,lithology,felsite,known_lithology,0.47214088
6229,16847,coastal plain,lithology,sedimentary,known_lithology,0.47211927
9688,20306,rhyodacitic to quartz latitic tuff,lithology,rhyodacite,known_lithology,0.47210532
7816,18434,indurated greenishgray to grayish-white kaolinite,lithology,phyllonite,known_lithology,0.4720987
7115,17733,fractures or faults,lithology,fault gouge,known_lithology,0.47206783
5619,16237,brecciated bed,lithology,breccia,known_lithology,0.47204363
5253,15871,arkosic debris,lithology,arkose,known_lithology,0.4719668
7189,17807,geochemistry,lithology,volcanic,known_lithology,0.4719573
9603,20221,red rock,lithology,greenstone,known_lithology,0.4717471
9423,20041,pyroclastic flow exposed phyric,lithology,volcaniclastic,known_lithology,0.47169712
10201,20819,silt in the Brussels formation,lithology,silt,known_lithology,0.47169328
7421,18039,gray chlorite-biotite layers,lithology,quartzite,known_lithology,0.47165042
3355,13973,fluviatile,stratigraphic_name,Flume Formation,known_stratigraphic_name,0.47160438
9075,19693,pasture,lithology,soil,known_lithology,0.47160208
11137,21755,weathered debris,lithology,sedimentary,known_lithology,0.471561
10075,20693,shallow sea,lithology,sedimentary,known_lithology,0.47146678
10192,20810,sillimanite inclusions,lithology,siltstone,known_lithology,0.47140554
11183,21801,white or black calcite,lithology,calcilutite,known_lithology,0.47139296
9363,19981,protolithionites,lithology,biosparite,known_lithology,0.47137606
6983,17601,fireclay,lithology,ignimbrite,known_lithology,0.4713729
9784,20402,rocks in the Hardin and Brussels quadrangles,lithology,limestone,known_lithology,0.47136757
2180,12798,Proterozoic surface,stratigraphic_name,Surface Hill Syenogranite,known_stratigraphic_name,0.47135657
842,11460,Eocene?,stratigraphic_name,Escarpment Pluton Formation,known_stratigraphic_name,0.47126946
10503,21121,sulfide minerals,lithology,quartzite,known_lithology,0.4711359
10394,21012,sometimes conglomeratic,lithology,dolomite,known_lithology,0.47088507
8650,19268,mineralized fissures,lithology,basalt,known_lithology,0.47086862
7243,17861,glaucophane-bearing rocks,lithology,granite,known_lithology,0.47078034
4636,15254,Paleozoic(?) and Proterozoic(?) rocks,lithology,sedimentary,known_lithology,0.4707771
1360,11978,Late Mississippian,stratigraphic_name,Leesville Granodiorite,known_stratigraphic_name,0.47066432
2677,13295,The text does not mention any stratigraphic names.,stratigraphic_name,Straven Conglomerate Member,known_stratigraphic_name,0.47061348
10928,21546,uranium deposits,lithology,basalt,known_lithology,0.47055966
4983,15601,alluvial plain deposits,lithology,limestone,known_lithology,0.47054136
4230,14848,Aulcata,lithology,metavolcanic,known_lithology,0.47051966
1983,12601,Pennsylvanian age,stratigraphic_name,Allegheny Formation,known_stratigraphic_name,0.47044402
4691,15309,Primary permeability/ porosity breccia (breccia pipe or explosion breccia),lithology,fault breccia,known_lithology,0.47043157
7285,17903,gougy fissures,lithology,fault gouge,known_lithology,0.47033226
1808,12426,No. 34,stratigraphic_name,Thirty Three Supersuite,known_stratigraphic_name,0.4702952
11182,21800,white nodules of calcium carbonate,lithology,carbonate,known_lithology,0.47028846
6496,17114,dense to crystalline,lithology,pseudotachylite,known_lithology,0.47026935
4953,15571,alkali feld-cent phenocrysts,lithology,phyllonite,known_lithology,0.47025967
7649,18267,higher grade and lower-grade ore,lithology,bentonite,known_lithology,0.47024918
10820,21438,tungsten ores,lithology,quartzite,known_lithology,0.4702202
9338,19956,pre-shot rocks,lithology,gravel,known_lithology,0.47014144
4994,15612,alluvial-plain,lithology,sedimentary,known_lithology,0.47012907
10623,21241,thick deposits,lithology,shale,known_lithology,0.47009826
10395,21013,sorted and layered deposits,lithology,sedimentary,known_lithology,0.47007662
4795,15413,Strippable Coal Reserve Base Data,lithology,coal,known_lithology,0.47005755
5174,15792,antimony,lithology,felsite,known_lithology,0.47004044
8213,18831,limonite stratum,lithology,syenogranite,known_lithology,0.4699198
7204,17822,glacial erosion and deposition,lithology,sedimentary,known_lithology,0.46991208
5351,15969,base-metal deposits,lithology,quartzite,known_lithology,0.4698315
11180,21798,white material,lithology,chalk,known_lithology,0.4696424
5627,16245,brecciated layers,lithology,breccia,known_lithology,0.4695243
10475,21093,strike faults,lithology,fault gouge,known_lithology,0.4694869
5798,16416,calcium carbonate veinlets,lithology,carbonate,known_lithology,0.46940437
5348,15966,base- and precious-metal deposits,lithology,quartz monzonite,known_lithology,0.46930173
1253,11871,K. preuss. geol. Landesanstalt Abb.,stratigraphic_name,Lauge Koch Land Formation,known_stratigraphic_name,0.4692834
2165,12783,Preliminary report on the economic mineral resources of Calhoun County: Illinois Geol. Surwy Rept. Inv. no. 8,stratigraphic_name,Calhoun Shale,known_stratigraphic_name,0.46914005
8970,19588,ore horizons,lithology,basalt,known_lithology,0.4690213
8121,18739,light somewhat huffy gray rock,lithology,basalt,known_lithology,0.46900967
2477,13095,Sphenopteris mississippiana White,stratigraphic_name,Pelorus Greywacke,known_stratigraphic_name,0.4689837
10538,21156,swampy depression,lithology,mud,known_lithology,0.46898186
5361,15979,basinal growth faults,lithology,fault breccia,known_lithology,0.46891683
5900,16518,chalcedony,lithology,calcarenite,known_lithology,0.4688948
6939,17557,fine-textured materials,lithology,sedimentary,known_lithology,0.4688862
6885,17503,fine-grained ground-mass,lithology,soil,known_lithology,0.46885505
6179,16797,coarse-grained intrusive rocks,lithology,gravel,known_lithology,0.46878463
7037,17655,fluorite deposits,lithology,phosphorite,known_lithology,0.4687692
17,10635,10 feet below top of formation-11 feet below Coli. 158,stratigraphic_name,Rancheria Formation,known_stratigraphic_name,0.4687689
3673,14291,model layers 2,stratigraphic_name,Modelo Formation,known_stratigraphic_name,0.46870095
7218,17836,glaciofluviatile deposits,lithology,gypsum,known_lithology,0.46869338
6493,17111,dense rock with magnetic pattern unlike the rocks of the Piedmont,lithology,sedimentary,known_lithology,0.46866858
5982,16600,cinders,lithology,ash,known_lithology,0.46860653
7213,17831,glacial waters,lithology,sedimentary,known_lithology,0.46860093
571,11189,Collier Run syncline,stratigraphic_name,Collier Group,known_stratigraphic_name,0.4685091
6642,17260,earth,lithology,soil,known_lithology,0.4684199
4764,15382,Scotch dike,lithology,diorite,known_lithology,0.4683593
3027,13645,Xa,stratigraphic_name,Logana Member,known_stratigraphic_name,0.46834075
2824,13442,Unit 1-4,stratigraphic_name,Fourchu Group,known_stratigraphic_name,0.4681907
2587,13205,Tdbi,stratigraphic_name,Tablelands Tephra,known_stratigraphic_name,0.46817237
4717,15335,Quaternary terrace deposits,lithology,limestone,known_lithology,0.46814752
1495,12113,Mahoning horizon,stratigraphic_name,Maughold Formation,known_stratigraphic_name,0.46814585
9947,20565,scattered small (0.5-2 mm long) phenocrysts of pyroxene and plagioclase,lithology,phyllonite,known_lithology,0.468133
7287,17905,gougy sheeted zone,lithology,fault gouge,known_lithology,0.468114
6466,17084,decomposed feldspar,lithology,iron formation,known_lithology,0.4680792
388,11006,Cap au Gres folure,stratigraphic_name,Exe Breccia,known_stratigraphic_name,0.46805376
5789,16407,calcite geodes,lithology,calcarenite,known_lithology,0.46798196
8841,19459,nonmagnetic bodies of carbonate rock,lithology,carbonate,known_lithology,0.4679395
9759,20377,rock parting,lithology,mudstone,known_lithology,0.4679226
8735,19353,more sodic rocks,lithology,sandstone,known_lithology,0.46788168
5384,16002,bedded deposits of barite,lithology,bauxite,known_lithology,0.46784592
7911,18529,irregular blanketlike terraces valley fill channel deposits perched gravels,lithology,limestone,known_lithology,0.4677975
8722,19340,moraines,lithology,sedimentary,known_lithology,0.46775404
3938,14556,thin layer,stratigraphic_name,Boundary Granodiorite,known_stratigraphic_name,0.46775198
10812,21430,tuffs light brown in color,lithology,tuff,known_lithology,0.4677397
656,11274,Cross and Maine claims,stratigraphic_name,Bays of Maine Complex,known_stratigraphic_name,0.46758372
2225,12843,Quaternary alluvium near Friant,stratigraphic_name,Friant Formation,known_stratigraphic_name,0.46752083
9118,19736,peneplain,lithology,tuffite,known_lithology,0.46750504
1175,11793,Illinois,stratigraphic_name,Iowa Group,known_stratigraphic_name,0.46746206
8000,18618,land-slumped material,lithology,soil,known_lithology,0.46745864
5983,16601,cinnabar,lithology,trona,known_lithology,0.46744046
3191,13809,blue),stratigraphic_name,Blue Bottom Formation,known_stratigraphic_name,0.46742347
5199,15817,arblef,lithology,tuff,known_lithology,0.46740478
2559,13177,T. H.,stratigraphic_name,Teviot Member,known_stratigraphic_name,0.4673991
6236,16854,cobble-sized,lithology,gravel,known_lithology,0.46731564
11139,21757,weathered plagioclase,lithology,rhyodacite,known_lithology,0.4672272
6570,17188,discontinuous conglomerate of mainly black chert pebbles,lithology,chert,known_lithology,0.46714833
9506,20124,quartz-bearing ash-flow tuff,lithology,quartzite,known_lithology,0.4671479
4625,15243,Pacific Northwest rocks,lithology,sedimentary,known_lithology,0.4671393
4221,14839,Andean diorite complex,lithology,diorite,known_lithology,0.46713
9082,19700,pebble dikes,lithology,pelmicrite,known_lithology,0.46712705
9067,19685,parent rock,lithology,mudstone,known_lithology,0.467111
3896,14514,stratigraphic units,stratigraphic_name,Straven Conglomerate Member,known_stratigraphic_name,0.4670947
7726,18344,hydrothermal alteration,lithology,volcanic,known_lithology,0.46702516
7623,18241,hematitic and chloritic material,lithology,carbonatite,known_lithology,0.466912
7542,18160,grus,lithology,eluvium,known_lithology,0.4669117
4561,15179,Mesozoic and Tertiary rocks,lithology,sedimentary,known_lithology,0.46665466
1807,12425,No. 32,stratigraphic_name,Thirtyone Formation,known_stratigraphic_name,0.4666049
3791,14409,probable Triassic age,stratigraphic_name,Dinosaur Canyon Sandstone Member,known_stratigraphic_name,0.46652257
9990,20608,sediment in meltwater flow,lithology,sedimentary,known_lithology,0.46646923
2319,12937,S*n !_... R»>«< a.ii.v.um.,stratigraphic_name,IÃ§Ã¡ Formation,known_stratigraphic_name,0.46640328
5892,16510,centrically layered opal,lithology,oolite,known_lithology,0.46631652
2361,12979,Sangamon age,stratigraphic_name,Sangomore Formation,known_stratigraphic_name,0.46628004
3685,14303,neue Folge,stratigraphic_name,Fransfontein Granitic Suite,known_stratigraphic_name,0.4662773
10595,21213,tensional shears in the roof rocks over the Cloudy Pass pluton,lithology,volcaniclastic,known_lithology,0.46627414
9031,19649,oxic,lithology,oolite,known_lithology,0.4662263
4715,15333,Quaternary deposits,lithology,limestone,known_lithology,0.46620438
6309,16927,copper deposits,lithology,shale,known_lithology,0.4662006
10345,20963,soft materials,lithology,phonolite,known_lithology,0.46614754
102,10720,Alexandrian series in Missouri and Illinois,stratigraphic_name,Reedsville Formation,known_stratigraphic_name,0.46608627
778,11396,Early Proterozoic gneiss,stratigraphic_name,Zwickau-Glaziär Formation,known_stratigraphic_name,0.46603292
981,11599,Gebo Unit Nos. 28 and 52,stratigraphic_name,Lebo Member,known_stratigraphic_name,0.46596807
7627,18245,hickory,lithology,charnockite,known_lithology,0.46592724
5544,16162,bloom,lithology,aplite,known_lithology,0.4658333
3481,14099,late Tertiary time,stratigraphic_name,Temporal Formation,known_stratigraphic_name,0.46567836
8258,18876,lithologies and mineral occurrences drained,lithology,litharenite,known_lithology,0.46567374
25,10643,13,stratigraphic_name,Seventeen Gabbro,known_stratigraphic_name,0.46548226
2990,13608,Wilkinson (1946,stratigraphic_name,Warner Siltstone,known_stratigraphic_name,0.46514398
1788,12406,Neuroptens elrodl Lesquereux,stratigraphic_name,Neuroodla Formation,known_stratigraphic_name,0.4650543
3548,14166,lower MiFsissipian,stratigraphic_name,Mikonui Formation,known_stratigraphic_name,0.46499962
5269,15887,ash-flow tuff rich in lithic fragments,lithology,ash,known_lithology,0.46493155
5422,16040,beds of white Pennsylvanian fire clay,lithology,clay,known_lithology,0.4648952
192,10810,Be..-rier eoal,stratigraphic_name,Caer Beris Member,known_stratigraphic_name,0.46478072
3950,14568,time lines,stratigraphic_name,One O'Clock Formation,known_stratigraphic_name,0.4647215
3460,14078,late Oligocene,stratigraphic_name,Mörnsheim Formation,known_stratigraphic_name,0.46465504
194,10812,Beach-Wibaux strippable deposit,stratigraphic_name,Wicker Sandstone,known_stratigraphic_name,0.46465164
6297,16915,contains gas and salt water),lithology,evaporite,known_lithology,0.46461383
9354,19972,prevolcanic fanglomerate,lithology,metavolcanic,known_lithology,0.4646046
4935,15553,adularia,lithology,porcellanite,known_lithology,0.46445417
5286,15904,azurite,lithology,syenite,known_lithology,0.46442968
3323,13941,early linderhook time,stratigraphic_name,Linnepe Member,known_stratigraphic_name,0.46440905
7275,17893,gold tellurides,lithology,dolerite,known_lithology,0.46413898
2774,13392,Tsrl,stratigraphic_name,Tshirege Member,known_stratigraphic_name,0.46401238
9299,19917,porphyry deposits,lithology,evaporite,known_lithology,0.46390408
4960,15578,alkali rhyolitic ash-flow tuffs,lithology,ash,known_lithology,0.4638832
8290,18908,low cliffs,lithology,limestone,known_lithology,0.463821
5349,15967,base- and precious-metal replacement ore bodies,lithology,quartz monzonite,known_lithology,0.46377575
7737,18355,hypabyssal intrusive rocks,lithology,basalt,known_lithology,0.46375224
7561,18179,hard alluvial silt that fills an old channel,lithology,silt,known_lithology,0.4637503
6312,16930,copper-gold-silver ore,lithology,bentonite,known_lithology,0.46369797
6117,16735,coarse black tourmaline,lithology,grainstone,known_lithology,0.46359715
6613,17231,domes,lithology,marble,known_lithology,0.46355912
5882,16500,celsian,lithology,plutonic,known_lithology,0.46355742
9144,19762,petzite,lithology,ignimbrite,known_lithology,0.46341565
9556,20174,radioactive placer deposits,lithology,radiolarite,known_lithology,0.46340913
10288,20906,sludge,lithology,mud,known_lithology,0.46329176
5744,16362,calcareous and siliceous concretions,lithology,siliceous ooze,known_lithology,0.46325013
5200,15818,arch,lithology,obsidian,known_lithology,0.46318442
8680,19298,mixed zone containing both rock types,lithology,sedimentary,known_lithology,0.46314242
4864,15482,Tuscarora float,lithology,tuffite,known_lithology,0.46308917
6320,16938,corals,lithology,biomicrite,known_lithology,0.4630503
8681,19299,mixed-layer clays associated with chalcedony and potassium feldspar,lithology,claystone,known_lithology,0.46302995
7244,17862,glignite,lithology,gneiss,known_lithology,0.46302566
4736,15354,Rochester),lithology,scoria,known_lithology,0.46301162
7878,18496,intrusive porphyry,lithology,igneous,known_lithology,0.46289733
6760,17378,felsic and mafic plugs and dikes,lithology,mafic,known_lithology,0.46289384
8691,19309,molluscan remains,lithology,biosparite,known_lithology,0.46281588
2813,13431,Ul2b tuimal system,stratigraphic_name,Tuis Formation,known_stratigraphic_name,0.4628098
10525,21143,surficial,lithology,sand,known_lithology,0.46276444
8769,19387,muscovite,lithology,ankaramite,known_lithology,0.46276218
1785,12403,Neoprioniodus alatus,stratigraphic_name,Aratiatia Alluvium,known_stratigraphic_name,0.46273452
6954,17572,finely ground rock flour,lithology,sandstone,known_lithology,0.46262705
10768,21386,tr° lithology,lithology,troctolite,known_lithology,0.46262062
10295,20913,small dikes,lithology,diorite,known_lithology,0.46226496
4271,14889,Bwaelssitnogfer,lithology,blueschist,known_lithology,0.46221566
8275,18893,locally silicified,lithology,siltstone,known_lithology,0.46219236
4821,15439,Tertiary intrusive rocks,lithology,basalt,known_lithology,0.4620346
2212,12830,Quarternary aquifers,stratigraphic_name,Aquilla Creek Formation,known_stratigraphic_name,0.4619637
2736,13354,Tqb,stratigraphic_name,Quamby Conglomerate,known_stratigraphic_name,0.46185616
9668,20286,resistant cover of till,lithology,tillite,known_lithology,0.46183902
4843,15461,Thompson Creek,lithology,limestone,known_lithology,0.46182725
4988,15606,alluvial terrane,lithology,limestone,known_lithology,0.46162578
5103,15721,and mica,lithology,micrite,known_lithology,0.4616196
4916,15534,abrasives,lithology,bauxite,known_lithology,0.46157143
10243,20861,silver,lithology,obsidian,known_lithology,0.4615278
5082,15700,and floodplain deposits,lithology,sedimentary,known_lithology,0.46149975
7749,18367,ice-sheet till,lithology,till,known_lithology,0.46143514
10285,20903,slope-forming flow breccia,lithology,fault breccia,known_lithology,0.46137595
10585,21203,tanks,lithology,gravel,known_lithology,0.46115103
10935,21553,valley,lithology,flint,known_lithology,0.4609854
9726,20344,ridges,lithology,sedimentary,known_lithology,0.46097398
10043,20661,seven lithologic terranes,lithology,novaculite,known_lithology,0.460967
2632,13250,Tertiary age,stratigraphic_name,Younger Volcanics,known_stratigraphic_name,0.46095186
3584,14202,lower plate of the Whipple detachment fault,stratigraphic_name,Whipton Formation,known_stratigraphic_name,0.46094403
1190,11808,Inter-Agency Committee,stratigraphic_name,Intercalacion Member,known_stratigraphic_name,0.46091858
3602,14220,m1mi,stratigraphic_name,Stanovos Gneiss,known_stratigraphic_name,0.4609075
2780,13398,Ttd,stratigraphic_name,D-cross Tongue,known_stratigraphic_name,0.46084428
6895,17513,fine-grained light-gray rock glomerate,lithology,sandstone,known_lithology,0.46084148
5398,16016,bedrock hills,lithology,limestone,known_lithology,0.46083885
3094,13712,ancestral Mississippi,stratigraphic_name,Billabong Creek Formation,known_stratigraphic_name,0.460831
5570,16188,bottom materials,lithology,soil,known_lithology,0.46070242
61,10679,3,stratigraphic_name,Three Lick Tongue,known_stratigraphic_name,0.4606861
5393,16011,bedding-place thrust fault,lithology,fault gouge,known_lithology,0.46062565
6262,16880,concretionary,lithology,encrinite,known_lithology,0.46051782
9339,19957,precious metal deposits,lithology,quartzite,known_lithology,0.46051592
6834,17452,fine materials,lithology,lignite,known_lithology,0.46051067
5663,16281,brown hematite,lithology,carbonatite,known_lithology,0.46045315
9292,19910,porphyroblastic microcline gneiss,lithology,gneiss,known_lithology,0.4604359
7866,18484,intrusive and extrusive calc-alkaline rocks,lithology,calcilutite,known_lithology,0.4604355
10701,21319,thl3 rock,lithology,lime mudstone,known_lithology,0.46037
10257,20875,sinkholes,lithology,shale,known_lithology,0.46027884
4000,14618,unconformity,stratigraphic_name,Troublesome Formation,known_stratigraphic_name,0.46025944
8256,18874,lithologic units,lithology,litharenite,known_lithology,0.46020168
763,11381,E.,stratigraphic_name,Eoline Member,known_stratigraphic_name,0.4601911
7978,18596,lake bottom deposits,lithology,shale,known_lithology,0.4601075
8481,19099,medium to silicic natural glasses,lithology,volcanic glass,known_lithology,0.46010673
10884,21502,unknown composition and age of basement rocks,lithology,limestone,known_lithology,0.46008748
7267,17885,gold,lithology,marble,known_lithology,0.46006197
81,10699,64,stratigraphic_name,Sixtymile Formation,known_stratigraphic_name,0.45993438
5902,16520,chalcopyrite and galena,lithology,phyllonite,known_lithology,0.4598992
5542,16160,blocks of the Roberts ore,lithology,bentonite,known_lithology,0.45983744
3429,14047,interval 72,stratigraphic_name,Eighteen Seventy Breccia,known_stratigraphic_name,0.45983267
8211,18829,limonite fragments,lithology,syenogranite,known_lithology,0.4598037
765,11383,E. A.,stratigraphic_name,D-E Member,known_stratigraphic_name,0.45967737
9645,20263,relict and eroded surfaces,lithology,sedimentary,known_lithology,0.45963815
7187,17805,general features of geology,lithology,sedimentary,known_lithology,0.45958412
10309,20927,small quartz veins in ferruginous and graphitic schist,lithology,schist,known_lithology,0.45947745
5388,16006,bedded sphalerite,lithology,spilite,known_lithology,0.45916355
9320,19938,potash-silica ratio,lithology,siliceous ooze,known_lithology,0.45914936
775,11393,Early Proterozoic,stratigraphic_name,Middle Palembang Formation,known_stratigraphic_name,0.45907053
3049,13667,Yp,stratigraphic_name,Yap Formation,known_stratigraphic_name,0.45902544
11227,21845,yellow micaceous sand with ferruginous streaks,lithology,sand,known_lithology,0.45901677
9207,19825,plagioclase and sparse alkali feldspar and ish gray and reddish-gray tuff,lithology,biosparite,known_lithology,0.45897567
10486,21104,subbituminous B,lithology,subarkose,known_lithology,0.45896286
7721,18339,humus-stained zone,lithology,sedimentary,known_lithology,0.45892966
3722,14340,outcrop-subcrop area,stratigraphic_name,Subinal Formation,known_stratigraphic_name,0.45889574
8253,18871,lithologic character of the deposits,lithology,pseudotachylite,known_lithology,0.45884043
7748,18366,ice-sheet drift,lithology,drift,known_lithology,0.4587881
4613,15231,Olivine-bearing intru- and clinopyroxene,lithology,clinopyroxenite,known_lithology,0.4587878
4098,14716,upper unit (Tcru),stratigraphic_name,Tchintaby Dolomite Member,known_stratigraphic_name,0.45877182
387,11005,Cap au Gres flexure,stratigraphic_name,Abminga Subsuite,known_stratigraphic_name,0.45876497
